line_number,speaker,text,label,file_name
85,TRUMP,It dropped virtually 100 percent in the areas where the wall is.,1,20181112_trump_pelosi.tsv
86,TRUMP,"So, I mean, it's very effective.",1,20181112_trump_pelosi.tsv
87,TRUMP,"If you really want to find out how effective a wall is, just ask Israel — 99.9 percent effective.",0,20181112_trump_pelosi.tsv
88,TRUMP,"And our wall will be every bit as good as that, if not better.",0,20181112_trump_pelosi.tsv
89,TRUMP,So we've done a lot of work on the wall; a lot of wall is built.,0,20181112_trump_pelosi.tsv
90,TRUMP,A lot of people don't know that.,0,20181112_trump_pelosi.tsv
91,TRUMP,A lot of wall is renovated.,0,20181112_trump_pelosi.tsv
92,TRUMP,We have walls that were in very bad condition that are now in A1 tip-top shape.,0,20181112_trump_pelosi.tsv
93,TRUMP,"And, frankly, some wall has been reinforced by our military.",0,20181112_trump_pelosi.tsv
94,TRUMP,Our military has done a fantastic job.,0,20181112_trump_pelosi.tsv
95,TRUMP,"So the wall will get built, but we may not — we may not have an agreement today.",0,20181112_trump_pelosi.tsv
96,TRUMP,We probably won't.,0,20181112_trump_pelosi.tsv
97,TRUMP,But we have an agreement on other things that are really good.,0,20181112_trump_pelosi.tsv
98,TRUMP,"Nancy, would you like to say something?",0,20181112_trump_pelosi.tsv
99,PELOSI,"Well, thank you, Mr. President, for the opportunity to meet with you so that we can work together in a bipartisan way to meet the needs of the American people.",0,20181112_trump_pelosi.tsv
100,PELOSI,"I think the American people recognize that we must keep government open, that a shutdown is not worth anything, and that you should not have a Trump shutdown.",0,20181112_trump_pelosi.tsv
101,PELOSI,You have the White House —,0,20181112_trump_pelosi.tsv
102,TRUMP,"Did you say ""Trump"" — oh, oh.",0,20181112_trump_pelosi.tsv
103,PELOSI,"A ""Trump shutdown.""",0,20181112_trump_pelosi.tsv
104,PELOSI,You have the White House —,0,20181112_trump_pelosi.tsv
105,TRUMP,"I was going to call it a ""Pelosi shutdown.""",0,20181112_trump_pelosi.tsv
106,PELOSI,You have the Senate.,0,20181112_trump_pelosi.tsv
107,PELOSI,You have the House of Representatives.,0,20181112_trump_pelosi.tsv
108,PELOSI,You have the votes.,0,20181112_trump_pelosi.tsv
109,PELOSI,You should pass it right now.,0,20181112_trump_pelosi.tsv
110,TRUMP,"No, we don't have the votes, Nancy, because in the Senate, we need 60 votes and we don't have it.",0,20181112_trump_pelosi.tsv
111,PELOSI,"No, no, but in the House, you could bring it up right now, today.",0,20181112_trump_pelosi.tsv
112,TRUMP,"Yeah, but I can't — excuse me.",0,20181112_trump_pelosi.tsv
113,TRUMP,But I can't get it passed in the House if it's not going to pass in the Senate.,0,20181112_trump_pelosi.tsv
114,TRUMP,I don't want to waste time.,0,20181112_trump_pelosi.tsv
115,PELOSI,"Well, the fact is you can get it started that way.",0,20181112_trump_pelosi.tsv
116,TRUMP,"The House we can get passed very easily, and we do.",0,20181112_trump_pelosi.tsv
117,PELOSI,"Okay, then do it.",0,20181112_trump_pelosi.tsv
118,PELOSI,Then do it.,0,20181112_trump_pelosi.tsv
119,TRUMP,"But the problem is the Senate, because we need 10 Democrats to vote, and they won't vote.",0,20181112_trump_pelosi.tsv
120,PELOSI,"No, no, that's not the point, Mr. President.",0,20181112_trump_pelosi.tsv
121,PELOSI,The point is —,0,20181112_trump_pelosi.tsv
122,TRUMP,It's sort of the point.,0,20181112_trump_pelosi.tsv
123,PELOSI,— that there are equities to be weighed.,0,20181112_trump_pelosi.tsv
124,PELOSI,And we are here to have a conversation —,0,20181112_trump_pelosi.tsv
125,TRUMP,Correct.,0,20181112_trump_pelosi.tsv
126,PELOSI,— in a careful way.,0,20181112_trump_pelosi.tsv
127,PELOSI,So I don't think we should have a debate in front of the press on this.,0,20181112_trump_pelosi.tsv
128,PELOSI,"But the fact is, the House Republicans could bring up this bill, if they had the votes, immediately, and set the tone for what you want.",0,20181112_trump_pelosi.tsv
129,TRUMP,"If we thought we were going to get it passed in the Senate, Nancy, we would do it immediately.",0,20181112_trump_pelosi.tsv
130,TRUMP,We would get it passed very easily in the House.,0,20181112_trump_pelosi.tsv
131,PELOSI,"No, that's not the point.",0,20181112_trump_pelosi.tsv
132,PELOSI,That's not the point.,0,20181112_trump_pelosi.tsv
133,TRUMP,"Nancy, I'd have it passed in two seconds.",0,20181112_trump_pelosi.tsv
134,TRUMP,"It doesn't matter, though, because we can't get it passed in the Senate because we need 10 Democrat votes.",0,20181112_trump_pelosi.tsv
135,TRUMP,That's the problem.,0,20181112_trump_pelosi.tsv
136,PELOSI,"Well, again, let us have our conversation —",0,20181112_trump_pelosi.tsv
137,TRUMP,That's right.,0,20181112_trump_pelosi.tsv
138,PELOSI,— and then we can meet with the press again.,0,20181112_trump_pelosi.tsv
139,PELOSI,"But the fact is, is that legislating — which is what we do —",0,20181112_trump_pelosi.tsv
140,TRUMP,Right.,0,20181112_trump_pelosi.tsv
141,PELOSI,"— you begin, you make your point, you state your case.",0,20181112_trump_pelosi.tsv
142,PELOSI,"That's what the House Republicans could do, if they had the votes.",0,20181112_trump_pelosi.tsv
143,PELOSI,"But there are no votes in the House, a majority of votes, for a wall — no matter where you start.",0,20181112_trump_pelosi.tsv
144,SCHUMER,That is exactly right.,0,20181112_trump_pelosi.tsv
145,SCHUMER,You don't have the votes in the House.,0,20181112_trump_pelosi.tsv
146,TRUMP,"If I needed the votes for the wall in the House, I would have them — in one session, it would be done.",0,20181112_trump_pelosi.tsv
147,PELOSI,"Well, then go do it.",0,20181112_trump_pelosi.tsv
148,PELOSI,Go do it.,0,20181112_trump_pelosi.tsv
149,TRUMP,It doesn't help because we need 10 Democrats in the Senate.,0,20181112_trump_pelosi.tsv
150,PELOSI,"No, don't put it on the Senate.",0,20181112_trump_pelosi.tsv
151,PELOSI,Put it on the negotiation.,0,20181112_trump_pelosi.tsv
152,TRUMP,"Okay, let me ask you this.",0,20181112_trump_pelosi.tsv
153,TRUMP,Just — and we're doing this in a very friendly manner.,0,20181112_trump_pelosi.tsv
154,TRUMP,"It doesn't help for me to take a vote in the House, where I will win easily with the Republicans —",0,20181112_trump_pelosi.tsv
155,PELOSI,You will not win.,0,20181112_trump_pelosi.tsv
156,TRUMP,It doesn't help to take that vote because I'm not going to get the vote of the Senate.,0,20181112_trump_pelosi.tsv
157,PELOSI,"Well, don't blame it on the Senate, Mr. President.",0,20181112_trump_pelosi.tsv
158,TRUMP,I need 10 senators.,0,20181112_trump_pelosi.tsv
159,TRUMP,That's the problem.,0,20181112_trump_pelosi.tsv
160,PELOSI,"Mr. President, you have the White House, you have the Senate.",0,20181112_trump_pelosi.tsv
161,TRUMP,I have the White House.,0,20181112_trump_pelosi.tsv
162,PELOSI,You have the House of Representatives.,0,20181112_trump_pelosi.tsv
163,TRUMP,The White House is done.,0,20181112_trump_pelosi.tsv
164,TRUMP,And the House would give me the vote if I wanted it.,0,20181112_trump_pelosi.tsv
165,TRUMP,But I can't because I need —,0,20181112_trump_pelosi.tsv
166,PELOSI,But you can't — you can't —,0,20181112_trump_pelosi.tsv
167,TRUMP,"Nancy, I need 10 votes from Chuck.",0,20181112_trump_pelosi.tsv
168,SCHUMER,"All right, let me say something here.",0,20181112_trump_pelosi.tsv
169,PELOSI,"Mr. President, let me — let me just say one thing.",0,20181112_trump_pelosi.tsv
170,PELOSI,The fact is you do not have the votes in the House.,0,20181112_trump_pelosi.tsv
171,TRUMP,"Nancy, I do.",0,20181112_trump_pelosi.tsv
172,TRUMP,And we need border security.,0,20181112_trump_pelosi.tsv
173,PELOSI,"Well, let's take the vote and we'll find out.",0,20181112_trump_pelosi.tsv
174,TRUMP,Nancy.,0,20181112_trump_pelosi.tsv
175,TRUMP,Nancy.,0,20181112_trump_pelosi.tsv
176,TRUMP,We need border security.,0,20181112_trump_pelosi.tsv
177,TRUMP,It's very simple.,0,20181112_trump_pelosi.tsv
178,PELOSI,Of course we do.,0,20181112_trump_pelosi.tsv
179,TRUMP,We need border security.,0,20181112_trump_pelosi.tsv
180,PELOSI,We do.,0,20181112_trump_pelosi.tsv
181,TRUMP,"People are pouring into our country, including terrorists.",1,20181112_trump_pelosi.tsv
182,TRUMP,We have terrorists.,0,20181112_trump_pelosi.tsv
183,TRUMP,We caught 10 terrorists over the last very short period of time.,1,20181112_trump_pelosi.tsv
184,TRUMP,Ten.,0,20181112_trump_pelosi.tsv
185,TRUMP,These are very serious people.,0,20181112_trump_pelosi.tsv
186,TRUMP,"Our border agents, all of our law enforcement has been incredible what they've done.",0,20181112_trump_pelosi.tsv
187,TRUMP,But we caught 10 terrorists.,1,20181112_trump_pelosi.tsv
188,TRUMP,These are people that were looking to do harm.,0,20181112_trump_pelosi.tsv
189,TRUMP,We need the wall.,0,20181112_trump_pelosi.tsv
190,TRUMP,"We need — more important than anything, we need border security, of which the wall is just a piece.",0,20181112_trump_pelosi.tsv
191,TRUMP,But it's important.,0,20181112_trump_pelosi.tsv
192,TRUMP,"Chuck, did you want to say something?",0,20181112_trump_pelosi.tsv
193,SCHUMER,Yeah.,0,20181112_trump_pelosi.tsv
194,SCHUMER,Here's what I want to say:,0,20181112_trump_pelosi.tsv
195,SCHUMER,We have a lot of disagreements here.,0,20181112_trump_pelosi.tsv
196,SCHUMER,The Washington Post today gave you a whole lot of Pinocchios because they say you constantly misstate how much the wall is — how much of the wall is built and how much is there.,0,20181112_trump_pelosi.tsv
197,SCHUMER,But that's not the point here.,0,20181112_trump_pelosi.tsv
198,SCHUMER,We have a disagreement about the wall —,0,20181112_trump_pelosi.tsv
199,TRUMP,"Well, the Washington Post —",0,20181112_trump_pelosi.tsv
200,SYSTEM,(LAUGHTER),0,20181112_trump_pelosi.tsv
201,SCHUMER,— whether it's effective or it isn't.,0,20181112_trump_pelosi.tsv
202,SCHUMER,"Not on border security, but on the wall.",0,20181112_trump_pelosi.tsv
203,SCHUMER,We do not want to shut down the government.,0,20181112_trump_pelosi.tsv
204,SCHUMER,You have called 20 times to shut down the government.,0,20181112_trump_pelosi.tsv
205,SCHUMER,"You say, ""I want to shut down the government.""",0,20181112_trump_pelosi.tsv
206,SCHUMER,We don't.,0,20181112_trump_pelosi.tsv
207,SCHUMER,We want to come to an agreement.,0,20181112_trump_pelosi.tsv
208,SCHUMER,"If we can't come to an agreement, we have solutions that will pass the House and Senate right now, and will not shut down the government.",0,20181112_trump_pelosi.tsv
209,SCHUMER,And that's what we're urging you to do.,0,20181112_trump_pelosi.tsv
210,SCHUMER,Not threaten to shut down the government —,0,20181112_trump_pelosi.tsv
211,TRUMP,Chuck —,0,20181112_trump_pelosi.tsv
212,SCHUMER,— because you —,0,20181112_trump_pelosi.tsv
213,TRUMP,"You don't want to shut down the government, Chuck.",0,20181112_trump_pelosi.tsv
214,SCHUMER,Let me just finish.,0,20181112_trump_pelosi.tsv
215,SCHUMER,Because you can't get your way.,0,20181112_trump_pelosi.tsv
216,TRUMP,Because the last time you shut it down you got killed.,0,20181112_trump_pelosi.tsv
217,SCHUMER,Yeah.,0,20181112_trump_pelosi.tsv
218,SCHUMER,"Let me say something, Mr. President.",0,20181112_trump_pelosi.tsv
219,SCHUMER,"You just say, ""My way, or we'll shut down the government.""",0,20181112_trump_pelosi.tsv
220,SCHUMER,We have a proposal that Democrats and Republicans will support to do a CR that will not shut down the government.,0,20181112_trump_pelosi.tsv
221,SCHUMER,We urge you to take it.,0,20181112_trump_pelosi.tsv
222,TRUMP,"And if it's not good border security, I won't take it.",0,20181112_trump_pelosi.tsv
223,PELOSI,It is good border security.,0,20181112_trump_pelosi.tsv
224,SCHUMER,It is very good border security.,0,20181112_trump_pelosi.tsv
225,TRUMP,"And if it's not good border security, I won't take it.",0,20181112_trump_pelosi.tsv
226,PELOSI,It's actually what the border security asked for.,0,20181112_trump_pelosi.tsv
227,SCHUMER,It's what the border —,0,20181112_trump_pelosi.tsv
228,TRUMP,"Because when you look at these numbers of the effectiveness of our border security, and when you look at the job that we're doing with our military —",0,20181112_trump_pelosi.tsv
229,SCHUMER,You just said it is effective.,0,20181112_trump_pelosi.tsv
230,TRUMP,Can I be — can I tell you something?,0,20181112_trump_pelosi.tsv
231,SCHUMER,"Yeah, you just said it's effective.",0,20181112_trump_pelosi.tsv
232,TRUMP,Without a wall — these are only areas where you have the walls.,0,20181112_trump_pelosi.tsv
233,SCHUMER,We want to do this —,0,20181112_trump_pelosi.tsv
234,TRUMP,"Where you have walls, Chuck, it's effective.",0,20181112_trump_pelosi.tsv
235,TRUMP,"Where you don't have walls, it is not effective.",0,20181112_trump_pelosi.tsv
236,PELOSI,Wait a second.,0,20181112_trump_pelosi.tsv
237,PELOSI,Let's call a halt to this.,0,20181112_trump_pelosi.tsv
238,SCHUMER,Yeah.,0,20181112_trump_pelosi.tsv
239,PELOSI,Let's call a halt to this.,0,20181112_trump_pelosi.tsv
240,PELOSI,"We've come in here as the first branch of government: Article I, the legislative branch.",0,20181112_trump_pelosi.tsv
241,PELOSI,"We're coming in, in good faith, to negotiate with you about how we can keep the government open.",0,20181112_trump_pelosi.tsv
242,SCHUMER,Open.,0,20181112_trump_pelosi.tsv
243,TRUMP,We're going to keep it open —,0,20181112_trump_pelosi.tsv
244,PELOSI,The American —,0,20181112_trump_pelosi.tsv
245,TRUMP,— if we have border security.,0,20181112_trump_pelosi.tsv
246,PELOSI,The American —,0,20181112_trump_pelosi.tsv
247,TRUMP,"If we don't have border security, Chuck —",0,20181112_trump_pelosi.tsv
248,PELOSI,I'm with you.,0,20181112_trump_pelosi.tsv
249,TRUMP,— we're not going to keep it open.,0,20181112_trump_pelosi.tsv
250,PELOSI,I'm with you.,0,20181112_trump_pelosi.tsv
251,PELOSI,We are going to have border security.,0,20181112_trump_pelosi.tsv
252,SCHUMER,And it's the same border –,0,20181112_trump_pelosi.tsv
253,PELOSI,Effective border security.,0,20181112_trump_pelosi.tsv
254,SCHUMER,You're bragging about what has been done.,0,20181112_trump_pelosi.tsv
255,TRUMP,By us.,0,20181112_trump_pelosi.tsv
256,SCHUMER,"We want to do the same thing we did last year, this year.",0,20181112_trump_pelosi.tsv
257,SCHUMER,That's our proposal.,0,20181112_trump_pelosi.tsv
258,SCHUMER,"If it's good then, it's good now, and it won't shut down the government.",0,20181112_trump_pelosi.tsv
259,TRUMP,"Chuck, we can build a much bigger section with more money.",0,20181112_trump_pelosi.tsv
260,SCHUMER,Let's debate —,0,20181112_trump_pelosi.tsv
261,PELOSI,We have taken —,0,20181112_trump_pelosi.tsv
262,SCHUMER,Let's debate in private.,0,20181112_trump_pelosi.tsv
263,PELOSI,We have taken this conversation —,0,20181112_trump_pelosi.tsv
264,SCHUMER,Okay?,0,20181112_trump_pelosi.tsv
265,TRUMP,Okay.,0,20181112_trump_pelosi.tsv
266,SCHUMER,Yeah.,0,20181112_trump_pelosi.tsv
267,PELOSI,"— to a place that is devoid, frankly, of fact.",0,20181112_trump_pelosi.tsv
268,PELOSI,And we can dispel that.,0,20181112_trump_pelosi.tsv
269,TRUMP,We need border security.,0,20181112_trump_pelosi.tsv
270,TRUMP,And I think we all agree that we need border security.,0,20181112_trump_pelosi.tsv
271,SCHUMER,"Yes, we do.",0,20181112_trump_pelosi.tsv
272,TRUMP,Is that right?,0,20181112_trump_pelosi.tsv
273,SCHUMER,We do.,0,20181112_trump_pelosi.tsv
274,TRUMP,See?,0,20181112_trump_pelosi.tsv
275,TRUMP,We get along.,0,20181112_trump_pelosi.tsv
276,TRUMP,"Thank you, everybody.",0,20181112_trump_pelosi.tsv
277,SYSTEM,(Inaudible),0,20181112_trump_pelosi.tsv
278,QUESTION,Mr. President.,0,20181112_trump_pelosi.tsv
279,QUESTION,You say border security and the wall.,0,20181112_trump_pelosi.tsv
280,QUESTION,Can you have border security without the wall?,0,20181112_trump_pelosi.tsv
281,QUESTION,There's a commonality on border security.,0,20181112_trump_pelosi.tsv
282,TRUMP,"No, you need the wall.",0,20181112_trump_pelosi.tsv
283,TRUMP,The wall is a part of border security.,0,20181112_trump_pelosi.tsv
284,QUESTION,Are you re-defining what it means to have border security?,0,20181112_trump_pelosi.tsv
285,SCHUMER,Yes.,0,20181112_trump_pelosi.tsv
286,TRUMP,Yeah.,0,20181112_trump_pelosi.tsv
287,TRUMP,We need border security.,0,20181112_trump_pelosi.tsv
288,TRUMP,The wall is a part of border security.,0,20181112_trump_pelosi.tsv
289,TRUMP,"You can't have very good border security without the wall, no.",0,20181112_trump_pelosi.tsv
290,PELOSI,That's simply not true.,0,20181112_trump_pelosi.tsv
291,PELOSI,That is a political promise.,0,20181112_trump_pelosi.tsv
292,PELOSI,Border security is a way to effectively honor our responsibilities.,0,20181112_trump_pelosi.tsv
293,SCHUMER,"And the experts say you can do border security without a wall, which is wasteful and doesn't solve the problem.",0,20181112_trump_pelosi.tsv
294,TRUMP,It totally solves the problem.,0,20181112_trump_pelosi.tsv
295,PELOSI,"Again, but I don't want to take this —",0,20181112_trump_pelosi.tsv
296,TRUMP,And it's very important.,0,20181112_trump_pelosi.tsv
297,PELOSI,"Unfortunately, this has spiraled downward from — we came at a place to say, ""How do we meet the needs of American people who have needs?""",0,20181112_trump_pelosi.tsv
298,PELOSI,The economy has — people are losing their jobs.,1,20181112_trump_pelosi.tsv
299,PELOSI,The market is in a mood.,0,20181112_trump_pelosi.tsv
300,PELOSI,Our members are already (inaudible).,0,20181112_trump_pelosi.tsv
301,TRUMP,"Well, we have the lowest unemployment that we've had in 50 years.",1,20181112_trump_pelosi.tsv
302,PELOSI,Sixty people of the Republican Party have lost — are losing their offices now because of the transition.,0,20181112_trump_pelosi.tsv
303,PELOSI,People are not — the morale is not —,0,20181112_trump_pelosi.tsv
304,TRUMP,And we've gained in the Senate.,0,20181112_trump_pelosi.tsv
305,TRUMP,"Nancy, we've gained in the Senate.",0,20181112_trump_pelosi.tsv
306,PELOSI,The morale —,0,20181112_trump_pelosi.tsv
307,TRUMP,Excuse me.,0,20181112_trump_pelosi.tsv
308,TRUMP,Did we win the Senate?,0,20181112_trump_pelosi.tsv
309,PELOSI,— is not (inaudible).,0,20181112_trump_pelosi.tsv
310,TRUMP,We won the Senate.,0,20181112_trump_pelosi.tsv
311,PELOSI,"When the President brags that he won North Dakota and Indiana, he's in real trouble.",0,20181112_trump_pelosi.tsv
312,TRUMP,I did.,0,20181112_trump_pelosi.tsv
313,PELOSI,Let me say this.,0,20181112_trump_pelosi.tsv
314,TRUMP,We did win North Dakota.,0,20181112_trump_pelosi.tsv
315,PELOSI,This is the most unfortunate thing.,0,20181112_trump_pelosi.tsv
316,PELOSI,"We came in here in good faith, and we are entering into this kind of a discussion in the public view.",0,20181112_trump_pelosi.tsv
317,TRUMP,"But it's not bad, Nancy.",0,20181112_trump_pelosi.tsv
318,PELOSI,"Let us — no, but it's —",0,20181112_trump_pelosi.tsv
319,TRUMP,It's called transparency.,0,20181112_trump_pelosi.tsv
320,PELOSI,I know.,0,20181112_trump_pelosi.tsv
321,PELOSI,But it's not transparency when we're not stipulating to a set of facts.,0,20181112_trump_pelosi.tsv
322,PELOSI,And when we wanted to have a debate with you about saying we'd confront some of these facts  —,0,20181112_trump_pelosi.tsv
323,TRUMP,You know what?,0,20181112_trump_pelosi.tsv
324,TRUMP,We need border security.,0,20181112_trump_pelosi.tsv
325,PELOSI,"— without saying to the public, ""This isn't true.""",0,20181112_trump_pelosi.tsv
326,TRUMP,That's what we're going to be talking about: border security.,0,20181112_trump_pelosi.tsv
327,TRUMP,"If we don't have border security, we'll shut down the government.",0,20181112_trump_pelosi.tsv
328,TRUMP,This country needs border security.,0,20181112_trump_pelosi.tsv
329,PELOSI,We agree with that.,0,20181112_trump_pelosi.tsv
330,TRUMP,The wall is a part of border security.,0,20181112_trump_pelosi.tsv
331,SYSYTEM,(Inaudible.),0,20181112_trump_pelosi.tsv
332,TRUMP,Let's have a talk.,0,20181112_trump_pelosi.tsv
333,TRUMP,We're going to get the wall built and we've done a lot of wall already.,0,20181112_trump_pelosi.tsv
334,QUESTION,"Mr. President, how big a part of border security is the wall?",0,20181112_trump_pelosi.tsv
335,QUESTION,Is that the —,0,20181112_trump_pelosi.tsv
336,TRUMP,It's a big section.,0,20181112_trump_pelosi.tsv
337,TRUMP,It's a big part of it.,0,20181112_trump_pelosi.tsv
338,QUESTION,Is it everything that you need?,0,20181112_trump_pelosi.tsv
339,TRUMP,It's a big part of it.,0,20181112_trump_pelosi.tsv
340,TRUMP,We need to have effective border security.,0,20181112_trump_pelosi.tsv
341,TRUMP,"We need a wall in certain parts — no, not in all parts — but in certain parts of a 2,000-mile border, we need a wall.",0,20181112_trump_pelosi.tsv
342,QUESTION,"How much money, Mr. President?",0,20181112_trump_pelosi.tsv
343,TRUMP,We are doing it much under budget.,0,20181112_trump_pelosi.tsv
344,TRUMP,We're actually way under —,0,20181112_trump_pelosi.tsv
345,QUESTION,(Inaudible) this conversation.,0,20181112_trump_pelosi.tsv
346,TRUMP,— budget on the areas that we've renovated and areas that we've built.,0,20181112_trump_pelosi.tsv
347,TRUMP,I would say if we got —,0,20181112_trump_pelosi.tsv
348,QUESTION,Do you still need the —,0,20181112_trump_pelosi.tsv
349,TRUMP,"— if we got $5 billion, we could do a tremendous chunk of wall.",0,20181112_trump_pelosi.tsv
350,QUESTION,Is that mandatory?,0,20181112_trump_pelosi.tsv
351,QUESTION,Would you accept less though?,0,20181112_trump_pelosi.tsv
352,QUESTION,And are your guests conversely willing to offer more?,0,20181112_trump_pelosi.tsv
353,TRUMP,"Well, we're going to see.",0,20181112_trump_pelosi.tsv
354,TRUMP,We're going to see.,0,20181112_trump_pelosi.tsv
355,TRUMP,"Look, we have to have the wall.",0,20181112_trump_pelosi.tsv
356,TRUMP,This isn't a question; this is a national emergency.,0,20181112_trump_pelosi.tsv
357,TRUMP,Drugs are pouring into our country.,0,20181112_trump_pelosi.tsv
358,TRUMP,"People with tremendous medical difficulty and medical problems are pouring in, and in many — in many cases, it's contagious.",1,20181112_trump_pelosi.tsv
359,TRUMP,They're pouring into our country.,0,20181112_trump_pelosi.tsv
360,TRUMP,We have to have border security.,0,20181112_trump_pelosi.tsv
361,TRUMP,We have to have a wall as part of border security.,0,20181112_trump_pelosi.tsv
362,TRUMP,And I don't think we really disagree so much.,0,20181112_trump_pelosi.tsv
363,TRUMP,"I also know that, you know, Nancy is in a situation where it's not easy for her to talk right now, and I understand that.",0,20181112_trump_pelosi.tsv
364,TRUMP,And I fully understand that.,0,20181112_trump_pelosi.tsv
365,TRUMP,We're going to have a good discussion and we're going to see what happens.,0,20181112_trump_pelosi.tsv
366,PELOSI,Mr. President —,0,20181112_trump_pelosi.tsv
367,TRUMP,But we have to have border security.,0,20181112_trump_pelosi.tsv
368,PELOSI,"Mr. President, please don't characterize the strength that I bring to this meeting as the Leader of the House Democrats who just won a big victory.",0,20181112_trump_pelosi.tsv
369,PELOSI,But let me —,0,20181112_trump_pelosi.tsv
370,SCHUMER,"Elections have consequences, Mr. President.",0,20181112_trump_pelosi.tsv
371,PELOSI,Let me just say —,0,20181112_trump_pelosi.tsv
372,TRUMP,That's right.,0,20181112_trump_pelosi.tsv
373,TRUMP,And that's why the country is doing so well.,0,20181112_trump_pelosi.tsv
374,PELOSI,Let me say this:,0,20181112_trump_pelosi.tsv
375,PELOSI,What the President is representing in terms of his cards over there are not factual.,0,20181112_trump_pelosi.tsv
376,PELOSI,"We have to have to an evidence-based conversation about what does work, what money has been spent, and how effective it is.",0,20181112_trump_pelosi.tsv
377,PELOSI,This isn't about — this is about the security of our country.,0,20181112_trump_pelosi.tsv
378,PELOSI,"We take an oath to protect and defend, and we don't want to have that mischaracterized by anyone.",0,20181112_trump_pelosi.tsv
379,PELOSI,And we are —,0,20181112_trump_pelosi.tsv
380,TRUMP,I agree with that.,0,20181112_trump_pelosi.tsv
381,PELOSI,— that we are —,0,20181112_trump_pelosi.tsv
382,TRUMP,"No, no I agree with that.",0,20181112_trump_pelosi.tsv
383,PELOSI,— we are (inaudible).,0,20181112_trump_pelosi.tsv
384,PELOSI,"So let us have a conversation where we don't have to contradict, in public, the statistics that you put forth but instead can have a conversation about what would really work and what the American people deserve from us at this uncertain time in their lives, where they have apprehension.",0,20181112_trump_pelosi.tsv
385,SCHUMER,The one thing I think we can agree on is we shouldn't shut down the government over a dispute.,0,20181112_trump_pelosi.tsv
386,SCHUMER,And you want to shut it down.,0,20181112_trump_pelosi.tsv
387,TRUMP,You keep talking about it.,0,20181112_trump_pelosi.tsv
388,TRUMP,"I — no, no, no, no, no.",0,20181112_trump_pelosi.tsv
389,TRUMP,"The last time, Chuck, you shut it down —",1,20181112_trump_pelosi.tsv
390,SCHUMER,"No, no, no.",0,20181112_trump_pelosi.tsv
391,TRUMP,— and then you opened it up very quickly.,0,20181112_trump_pelosi.tsv
392,SCHUMER,Twenty times.,0,20181112_trump_pelosi.tsv
393,SCHUMER,Twenty times.,0,20181112_trump_pelosi.tsv
394,TRUMP,And I don't want to do what you did.,0,20181112_trump_pelosi.tsv
395,TRUMP,"But, Chuck —",0,20181112_trump_pelosi.tsv
396,SCHUMER,"Twenty times you have called for, ""I will shut down the government if I don't get my wall.""",0,20181112_trump_pelosi.tsv
397,SCHUMER,None of us have said —,0,20181112_trump_pelosi.tsv
398,TRUMP,You want to know something?,0,20181112_trump_pelosi.tsv
399,SCHUMER,You've said it.,0,20181112_trump_pelosi.tsv
400,TRUMP,"Okay, you want to put that on my —",0,20181112_trump_pelosi.tsv
401,SCHUMER,You said it.,0,20181112_trump_pelosi.tsv
402,TRUMP,I'll take it.,0,20181112_trump_pelosi.tsv
403,SCHUMER,"Okay, good.",0,20181112_trump_pelosi.tsv
404,TRUMP,"You know what I'll say: Yes, if we don't get what we want, one way or the other — whether it's through you, through a military, through anything you want to call — I will shut down the government.",0,20181112_trump_pelosi.tsv
405,TRUMP,Absolutely.,0,20181112_trump_pelosi.tsv
406,SCHUMER,Okay.,0,20181112_trump_pelosi.tsv
407,SCHUMER,Fair enough.,0,20181112_trump_pelosi.tsv
408,SCHUMER,We disagree.,0,20181112_trump_pelosi.tsv
409,TRUMP,And I am proud — and I'll tell you what —,0,20181112_trump_pelosi.tsv
410,SCHUMER,We disagree.,0,20181112_trump_pelosi.tsv
411,TRUMP,"I am proud to shut down the government for border security, Chuck, because the people of this country don't want criminals and people that have lots of problems and drugs pouring into our country.",0,20181112_trump_pelosi.tsv
412,TRUMP,So I will take the mantle.,0,20181112_trump_pelosi.tsv
413,TRUMP,I will be the one to shut it down.,0,20181112_trump_pelosi.tsv
414,TRUMP,I'm not going to blame you for it.,0,20181112_trump_pelosi.tsv
415,TRUMP,"The last time you shut it down, it didn't work.",0,20181112_trump_pelosi.tsv
416,TRUMP,I will take the mantle of shutting down.,0,20181112_trump_pelosi.tsv
417,PELOSI,That is (inaudible).,0,20181112_trump_pelosi.tsv
418,TRUMP,And I'm going to shut it down for border security.,0,20181112_trump_pelosi.tsv
419,SCHUMER,But we believe you shouldn't shut it down.,0,20181112_trump_pelosi.tsv
420,TRUMP,Okay.,0,20181112_trump_pelosi.tsv
421,TRUMP,Thank you very much everybody.,0,20181112_trump_pelosi.tsv
422,TRUMP,Thank you.,0,20181112_trump_pelosi.tsv
423,PELOSI,(Inaudible) shut down the government.,0,20181112_trump_pelosi.tsv
424,QUESTION,Chief of Staff?,0,20181112_trump_pelosi.tsv
425,QUESTION,"Have you picked a Chief of Staff, Mr. President?",0,20181112_trump_pelosi.tsv
426,TRUMP,Thank you very much.,0,20181112_trump_pelosi.tsv
427,TRUMP,"Yeah, we're interviewing a lot of — we have a lot of great people for Chief of Staff.",0,20181112_trump_pelosi.tsv
428,TRUMP,A lot of people want the job.,0,20181112_trump_pelosi.tsv
429,TRUMP,A lot of people want the job.,0,20181112_trump_pelosi.tsv
430,TRUMP,And I have some great people.,0,20181112_trump_pelosi.tsv
